id,title,body,agent,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url
3264933329,Fix: Wait for all partitions in load_collection when some are still loading,"## Summary

Fixes an issue where `load_collection` would return success when collection progress reached 100%, even if individual partitions were still loading after being released and reloaded.

### Problem
When executing this sequence on a collection with multiple partitions (PartA, PartB, PartC):
1. `load_collection` - loads entire collection
2. `release_partition('partA')` - releases partA  
3. `load_collection` - loads collection again

The third step would detect the released partA and start reloading it, but the SDK would return success as soon as collection progress reached 100%, without waiting for partA to finish loading. This caused queries to return empty results for partA data.

### Solution
- Get partition list **before** LoadCollection RPC call to avoid race conditions
- Add `partition_names` parameter to `wait_for_loading_collection` methods  
- When collection progress is 100%, verify each partition's `LoadState` is `Loaded`
- Apply fix to both sync (`grpc_handler.py`) and async (`async_grpc_handler.py`) versions
- Maintain backward compatibility when `partition_names=None`

### Changes
- Modified `pymilvus/client/grpc_handler.py` (sync version)
- Modified `pymilvus/client/async_grpc_handler.py` (async version)  
- Added `tests/test_load_collection_unit.py` with comprehensive unit tests

### Test Plan
- [x] Added comprehensive unit tests covering all scenarios
- [x] Tested partition state checking logic 
- [x] Verified backward compatibility
- [x] Tested timeout handling for stuck partitions
- [x] Verified both sync and async implementations
- [x] Confirmed integration with collection loading flow
- [x] All tests passing (12/12)
- [x] Code passes lint checks

Fixes scenario: `load collection` → `release partA` → `load collection` where partA data would be missing from queries.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-07-26T02:59:01Z,2025-07-29T07:01:20Z,,191751505.0,https://api.github.com/repos/milvus-io/pymilvus,https://github.com/milvus-io/pymilvus/pull/2911
3219102497,Test version update error handling,"## Summary
- Remove deprecated functionality for version 0.47 release
- Bump mypy to version 1.16 and fix associated type checking errors
- Resolve merge conflicts with main branch
- Includes version testing changes for error handling validation

## Changes Made
- Removed deprecated functions and methods marked for v0.47 removal
- Updated mypy from previous version to 1.16 (#7688)
- Fixed mypy type checking errors identified in CI
- Resolved merge conflicts when integrating with main branch
- Added version update testing to validate error handling

## Test plan
- [x] Run full test suite to ensure no regressions
- [x] Verify mypy type checking passes with version 1.16
- [x] Confirm deprecated functionality removal doesn't break existing code
- [x] Validate merge conflict resolution maintains functionality

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-07-10T12:10:30Z,2025-07-15T20:57:25Z,,92974124.0,https://api.github.com/repos/pyvista/pyvista,https://github.com/pyvista/pyvista/pull/7692
2876006908,Improve list and collection materializers performance,"# Optimized Collection Materializers with Batch Compression

This PR significantly improves the performance of list and collection materializers, addressing a critical bottleneck in ZenML's artifact handling system.

## Initial Improvements
- Groups elements by type to reduce overhead of materializer initialization and type checking
- Pre-allocates lists of the correct size when loading
- Uses a more efficient metadata format with type grouping for faster retrieval

## Major Batch Compression Enhancement

### Technical Implementation
- **Batch Compression Architecture**: Instead of writing each element to its own directory, elements are grouped by type and serialized into compressed batch files using gzip+pickle
- **Chunking Strategy**: For very large collections, items are further divided into manageable chunks (configurable, default 100 elements per file) to avoid memory issues
- **Adaptive Sizing**: Automatically adjusts chunk size based on element size to prevent memory issues with very large objects
- **Metadata Optimization**: Enhanced metadata structure (v3 format) tracks batches, chunks, and element indices while maintaining backward compatibility
- **Efficient Loading**: Implements chunk-based caching during loading to avoid redundant reads
- **Clean Error Handling**: Comprehensive cleanup on failures to ensure no orphaned files
- **Cloud Storage Support**: Properly handles cloud storage backends (S3, GCS, Azure) using ZenML's fileio utilities

### Performance Impact
The impact on performance is substantial:
- **I/O Reduction**: For a collection with 1000 elements, reduces file operations from 1000+ to potentially just 10-20
- **Network Overhead Reduction**: Minimizes REST API calls when using cloud storage backends (S3, GCS, Azure)
- **Storage Efficiency**: Compressed storage requires less space and network bandwidth
- **Reduced Latency**: Batch operations dramatically reduce the overhead of individual file operations, especially impactful for high-latency storage systems

### Configuration Options
- Added environment variable ZENML_MATERIALIZER_COLLECTION_CHUNK_SIZE to configure chunk size (default: 100)
- Comprehensive documentation added to environment variables reference and data handling guides

### Compatibility
- Full backward compatibility with existing v2 and pre-v2 formats
- New artifacts use the v3 format automatically
- Comprehensive test suite validates all serialization/deserialization paths

This change significantly improves user experience when working with large collections, especially in cloud environments where storage operations have higher latency.

Fixes #3371

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-02-24T19:52:57Z,2025-04-20T19:47:42Z,,314197645.0,https://api.github.com/repos/zenml-io/zenml,https://github.com/zenml-io/zenml/pull/3375
2886171819,Fix assertion error in UniPC scheduler for high step counts,"This fixes an edge case in the FlowUniPCMultistepScheduler where using high sampling step counts (> 50) would cause an assertion error in the last step. The issue was that with lower_order_final=True, the order calculation could become 0 when step_index equals len(timesteps), causing 'assert self.this_order > 0' to fail.

The fix ensures this_order is always at least 1, maintaining stability while allowing higher quality generation with increased step counts.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-02-28T04:36:11Z,2025-03-01T06:33:42Z,,938717878.0,https://api.github.com/repos/Wan-Video/Wan2.1,https://github.com/Wan-Video/Wan2.1/pull/108
2889835337,feat: Add Amazon Bedrock integration,"Integrate Amazon Bedrock as a new model provider, allowing users to utilize AWS-hosted models such as Claude and Titan for threat modeling. This implementation includes:

- Support for AWS credentials management via UI and environment variables
- Dynamic model discovery from available Bedrock foundation models
- Integration with threat modeling, attack tree, mitigations, and test case generation
- Comprehensive error handling for credential and permission issues
- Test cases for validation and error scenarios
- Documentation updates in README

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-03-02T22:42:01Z,2025-03-02T22:43:53Z,,626117554.0,https://api.github.com/repos/mrwadams/stride-gpt,https://github.com/mrwadams/stride-gpt/pull/60
2889875255,feat: Add Amazon Bedrock integration,"Integrate Amazon Bedrock as a new model provider, allowing users to utilize AWS-hosted models such as Claude and Titan for threat modelling. This implementation includes:

    - Support for AWS credentials management via UI and environment variables
    - Dynamic model discovery from available Bedrock foundation models
    - Integration with threat modeling, attack tree, mitigations, and test case generation
    - Comprehensive error handling for credential and permission issues
    - Test cases for validation and error scenarios
    - Documentation updates in README

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-03-03T00:08:53Z,2025-03-06T21:05:07Z,,626117554.0,https://api.github.com/repos/mrwadams/stride-gpt,https://github.com/mrwadams/stride-gpt/pull/61
2894762370,feat: add AWS Bedrock support,"Add support for structured outputs with AWS Bedrock, including:
- Fixed type checking issues in client_bedrock.py
- Added async support
- Added comprehensive documentation
- Added optional bedrock dependency
- Updated navigation in mkdocs

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>
<!-- ELLIPSIS_HIDDEN -->

----

> [!IMPORTANT]
> Adds AWS Bedrock support with async capabilities, updates documentation, and introduces a new optional dependency for Bedrock.
> 
>   - **AWS Bedrock Support**:
>     - Adds `from_bedrock()` function in `client_bedrock.py` for AWS Bedrock integration with async support.
>     - Supports `instructor.Mode.BEDROCK_JSON` and `instructor.Mode.BEDROCK_TOOLS`.
>   - **Documentation**:
>     - New `bedrock.md` file with usage examples and configuration instructions.
>     - Updates `index.md` and `mkdocs.yml` to include AWS Bedrock in navigation.
>   - **Dependencies**:
>     - Adds optional `bedrock` dependency in `pyproject.toml` with `boto3` and `botocore`.
>   - **Version Update**:
>     - Bumps version to `1.8.0` in `pyproject.toml`.
> 
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=instructor-ai%2Finstructor&utm_source=github&utm_medium=referral)<sup> for c0b79f7c6b5e42ba07966244bcfbd9856bca5c02. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->",Claude_Code,closed,2025-03-04T16:03:56Z,2025-03-18T06:57:39Z,,653589102.0,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/1371
3262310380,refactor: rename chain_dag to chain_let for semantic clarity,"## Summary

Renames chain_dag to chain_let throughout the codebase for semantic consistency with Let bindings.

**Stack Position: #4** - Builds on the full GFQL implementation and provides semantic consistency.

## Stack Order

The complete GFQL stack (merge in this order):
1. PR #706: Core AST classes (ASTLet, ASTRemoteGraph, ASTChainRef)
2. PR #707: ASTCall implementation with validation
3. PR #709: GFQL directory restructuring and import path updates
4. **PR #713: This PR** - Rename chain_dag → chain_let for semantic consistency
5. PR #708: Comprehensive documentation (rebased onto #713)

## Semantic Rename: chain_dag → chain_let

### Rationale
The original name ""chain_dag"" was misleading because:
- The implementation executes DAG (Directed Acyclic Graph) operations
- ""Chain"" implies sequential operations, but Let bindings enable parallel/branching execution
- ""Let"" better reflects the semantic concept of variable binding and reuse

### Files Renamed
- `graphistry/compute/chain_dag.py` → `graphistry/compute/chain_let.py`
- `graphistry/compute/gfql/chain_dag.py` → `graphistry/compute/gfql/chain_let.py`

### Function Renames
- `chain_dag()` → `chain_let()` - Public API function
- `chain_dag_impl()` → `chain_let_impl()` - Internal implementation
- All related helper functions and references

### Import Updates
- Updated all imports from `chain_dag` to `chain_let`
- Updated function calls throughout the codebase
- Updated test imports and references
- Updated documentation references

### Test File Updates
- `test_chain_dag.py` → `test_chain_let.py`
- `test_chain_dag_gpu.py` → `test_chain_let_gpu.py` 
- `test_chain_dag_remote_integration.py` → `test_chain_let_remote_integration.py`
- Updated test names and docstrings to use ""let"" terminology

### API Compatibility
- Added deprecation warnings for old `chain_dag()` function
- Maintains backward compatibility during transition period
- Clear migration path documented for users

## Documentation Updates
- Updated README references to use chain_let terminology
- Updated integration test documentation
- Updated code comments to reflect Let binding semantics
- Enhanced clarity around DAG vs sequential operation concepts

## Benefits
- **Semantic Clarity**: Name now matches the actual functionality
- **Consistency**: Aligns with Let binding terminology throughout GFQL
- **User Understanding**: Clearer mental model for DAG-based operations
- **Future Extensibility**: Better foundation for advanced Let binding features

This rename completes the semantic alignment of the GFQL implementation, making the codebase more intuitive and maintainable.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-07-25T07:41:02Z,2025-07-28T07:42:25Z,,36759907.0,https://api.github.com/repos/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry/pull/713
3146518192,Add Python 3.14 and Windows ARM64 support to CI,"- Add Python 3.14 to test matrix
- Add ARM64 architecture support for Windows builds in pypandoc_binary
- This enables testing on the latest Python version and broader platform support

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
",Claude_Code,closed,2025-06-14T18:34:45Z,2025-06-14T18:39:38Z,,2786727.0,https://api.github.com/repos/JessicaTegner/pypandoc,https://github.com/JessicaTegner/pypandoc/pull/405
3111420697,feat: add settings.local.json for permission configuration,"## Summary
- Add settings.local.json for VSCode permission configuration
- Update .gitignore to exclude .venv directory

## Changes
- Created `.vscode/settings.local.json` with permission settings for Claude Code
- Added `.venv/` to `.gitignore` to prevent virtual environment from being tracked

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,closed,2025-06-02T19:49:36Z,2025-06-02T19:57:30Z,,702796244.0,https://api.github.com/repos/fishaudio/fish-speech,https://github.com/fishaudio/fish-speech/pull/985
